id,predicted_price
2591820310,373032.88
7974200820,824017.61
7701450110,1106751.55
9522300010,1711443.28
9510861140,727584.81
1761300310,252625.77
7732410120,844181.36
7010701383,612383.75
291310170,440345.04
4232901990,582118.49
6840701125,640057.97
3971700580,403081.79
4202400078,233959.9
6064800090,324982.46
2626119028,226821.64
3303980660,1116868.73
862000020,769526.29
2386000070,967073.1
1138000450,375519.4
1775800420,463642.52
2291401425,416846.78
2025770560,895280.92
3525069037,684112.52
9324800450,537592.0
8080400136,549901.69
8651540040,521569.91
9407001790,251085.15
1773101530,199856.61
9432900250,326956.89
1794500695,645867.11
2220069003,356178.49
923000120,454562.05
5728000060,579073.3
16000200,274605.18
1926059094,402600.3
6672900220,1017341.58
3629860060,760242.67
1822069109,434069.11
6675500105,373782.92
249000180,1981418.62
226059065,536748.85
396100110,243725.06
9264450460,341901.24
7853361210,377131.07
9474700020,275548.06
421000455,235902.21
3755200220,380375.23
7960100075,457943.53
9477100490,409520.65
9138100350,771128.16
1624049275,422358.22
2770606890,517982.58
1157200189,400839.76
2770601800,508919.47
9301300805,596501.67
2325069032,1201139.82
1021079099,330520.82
7215730040,754762.43
1853200080,390605.77
3224600340,692424.96
3222049120,385111.29
2113700025,279132.48
7893207925,213902.9
3586501085,568143.44
8024200010,383509.42
7116500705,171866.05
1598600209,323850.5
7204200025,765871.77
4206901505,594670.73
2937300440,917170.76
7205000180,328676.19
8718500665,360663.39
5318101765,935623.83
4122700020,868760.13
8078700020,483406.69
3303980680,962182.5
8924100372,1193062.17
2781270210,207325.27
519000043,559850.81
3225069301,1623234.22
151000075,751520.1
2297400020,430092.3
6617500085,592806.08
104510180,237745.84
3528900060,976834.84
3345100286,528611.69
1226039130,424470.18
8712100720,774278.9
3037200010,381984.23
3626039268,420049.7
104510230,243933.07
5112800060,440365.57
6072400280,618050.61
5317100570,1101388.76
9528102993,532108.03
2919201095,500427.08
6181400920,236422.61
185000161,245096.71
8691400010,774421.43
3345700165,565115.94
6151800486,235216.11
4340000080,1302489.1
4136960010,615276.49
3634100030,319711.17
1624059224,1054392.66
2788400090,245463.53
9828200762,469984.53
7524400250,500045.31
3528000290,790867.94
5700003630,1990486.3
2720069019,287102.71
7227501170,239287.09
2397101270,664438.56
6792100090,794386.31
2770602265,531097.87
3971700937,287389.21
422049203,228994.88
3076500830,294516.95
1423400260,264500.74
9161100795,437327.76
3126049052,456900.73
5100401468,392032.89
514500235,421048.83
1423200170,190604.99
1402100070,393171.16
624110020,715428.7
2407000145,192341.32
1890000225,873197.47
1320069271,327500.89
5490700085,355252.44
263000155,463581.62
3726800201,405851.66
5153200358,299403.97
2725079018,840331.27
7165700200,251698.49
9429000170,566487.39
8718500075,366938.69
1760650950,305404.78
1068000559,1250193.32
4113800500,610145.55
4077800507,560198.48
2725069150,749234.03
4008400035,656357.74
7016310270,411712.86
1432701230,209745.6
3278606050,340386.39
2473350710,376796.74
2185000685,159637.13
7792000025,382113.03
6868200029,452020.48
624069003,755624.22
7431500280,940985.28
3296000040,534712.62
1118001215,1444247.79
6453900040,670746.23
333100209,713338.27
34001765,589719.93
8946700100,380335.04
5561401210,579473.77
6671900095,362902.06
3275850020,715084.41
3876300600,410716.17
1450900020,268019.0
8562780280,322628.37
7663700973,305743.03
2126049032,352056.15
1823059159,187426.43
3438503426,244313.39
9297301495,518748.92
7140700850,370466.38
7942601805,670579.8
2555900030,351637.14
2887970040,273231.92
7419700010,645728.98
2239000011,368844.05
9283800050,341858.5
9407001340,258175.35
217500140,519565.18
7212660520,238566.51
3298201170,360284.08
3057000400,272094.59
6865200444,511762.4
6071600340,517922.25
6821600005,683157.84
1235100371,692060.5
7796450340,344094.99
3603000410,174553.5
9297300255,524099.56
9126100850,507152.79
2770601462,472908.6
2599001500,212952.45
1102000095,708673.14
1853080640,976493.38
9551201585,923953.67
3438500796,305065.73
7518504291,495141.78
9269200340,426600.72
715010130,1720771.34
1982201485,606229.8
9526500080,406163.98
9277200180,463036.99
6669150280,292816.25
8917100153,598989.04
3760500516,859316.54
2725069050,931047.05
3332000091,327779.04
8562770080,590543.42
8151601190,303289.68
8563040160,601395.28
240000269,813765.95
4307350200,310144.61
1311910300,273508.94
3574900030,498867.5
7853230570,436540.14
320069049,354465.39
9839301060,645994.84
7011201333,607953.2
2781320100,285208.9
3421069120,426377.29
7852030320,482374.48
5316101075,2322841.25
5309100750,546551.93
629000730,695501.07
511700170,297812.0
1562100030,545828.92
2489200230,643205.38
524069116,498789.21
5315100737,1096397.09
1868900675,866985.07
1608000120,338902.99
705700240,350369.69
7575600610,285612.6
1778500015,748109.65
5423500240,204387.65
6713700025,366761.12
2734100734,289058.72
301402280,221120.25
2113700205,293803.46
4114601570,3284234.62
3332000615,310946.0
3630050180,339390.94
6852700520,547404.01
6870310010,659520.56
6163900981,315799.77
393000142,379166.39
1771100130,334288.75
1442860160,412211.81
9191200435,549958.89
6788200800,945995.48
1115300070,704099.84
3176600105,719222.49
2770604665,610719.98
5469500580,402996.8
5680000545,427178.4
3424089119,543810.02
1328300180,314518.27
1773100922,360115.86
4123830480,329996.55
9808610190,1049867.03
4250200140,272832.62
4217402115,3687373.34
3831250350,380512.8
2397101055,822834.24
6817850110,796834.67
7526800200,619407.25
7853370100,615694.15
2523089025,999188.12
9476200680,259285.2
5714200140,399591.04
3575304895,510604.08
263000018,398573.68
8080400177,479036.41
6450304130,324410.8
514500090,626399.41
9477000300,448094.84
853600310,1424485.28
1951600240,188646.27
1099900120,317578.76
5323100120,563944.98
1223089016,478730.15
522059172,249451.6
1930300190,667743.16
9542840410,304564.33
8665050530,483276.56
5592900205,405092.31
5450300010,706678.92
2459960030,336146.0
3331500455,550970.91
3432500705,403817.26
3702900165,343661.4
5249803550,594044.61
626049058,428551.09
1788900380,196610.87
8075400360,217478.83
9113200250,747127.69
2738640040,665573.17
7821200307,492690.66
3530440140,231514.64
3582700130,452065.9
9276200569,723621.61
7197800020,578598.78
686200490,530077.89
3501600100,412451.83
6383000690,600739.52
7604400150,364939.1
5249801411,692332.33
2607720420,454548.23
9561100010,387282.87
1796370590,248920.78
4077800593,384284.34
854000165,244309.95
5536100010,623097.11
4188000670,840181.6
31000165,1468054.72
662350050,958207.49
4137000280,266013.93
6169901130,1064070.19
1953400510,219835.54
7518506716,989191.92
1552520010,372408.38
7955080270,291585.99
9212900100,508455.66
3438500798,304491.01
7899800890,225036.49
4319200605,477633.29
1329300480,362283.35
8935100100,790954.78
5016001260,382582.04
4337600280,285223.3
1446401220,185459.85
7135521530,626896.11
6888900115,249311.66
2413301070,280540.67
345700040,299816.92
5566100145,491742.35
7634800070,386342.91
9346910500,608248.46
3529300060,313110.91
8128600060,1126006.8
8572900275,181532.74
4139420590,1374564.15
9274200322,617404.24
1472700200,571527.76
8820903380,570011.16
8563010130,869964.26
8965450110,819921.98
9274204230,511832.76
8165501700,341342.56
2193340260,546737.59
1860600290,850145.24
1222000055,209312.28
2492200280,452223.51
2488200455,387822.0
809001520,1089549.51
1796361140,234946.66
6398000011,777894.93
6813600365,538739.01
7504100920,804207.36
8835770330,631316.46
524059322,849105.21
